Filename,konsentrasi (pppm),Rasio volume logam : pigmen (mL),temperatur,watu reaksi (menit),Background,Light type,Jarak (cm),device,ISO,Aperture f/number,Shutter speed,notes,mean_R,mean_G,mean_B,R_norm,G_norm,B_norm,h,s,v,R_G_ratio,R_B_ratio,G_B_ratio
60cu_H4P.jpg,60,6 : 4,25°C,5,hitam,layar smartphone redmi 5A brightness 0%,15,Samsung A32 16 MP,1250,"F1,8",1/25 s,,202.82777777777775,190.42222222222225,189.5055555555556,0.7954030501089324,0.7467538126361657,0.7431590413943356,4.128440366972484,0.0656824344682131,0.7954030501089324,1.065147619566852,1.0702998976091587,1.00483714400426
60cu_P3P.jpg,60,6 : 3,25°C,5,putih,layar smartphone redmi 5A brightness 0%,15,Samsung A32 16 MP,1250,"F1,8",1/25 s,,201.60555555555555,191.7277777777778,188.76666666666668,0.7906100217864924,0.7518736383442266,0.7402614379084967,13.838165296408476,0.0636832097880901,0.7906100217864924,1.0515197997950345,1.0680145920229964,1.0156866153739599
6cu_H3P.jpg,6,6 : 3,25°C,5,hitam,layar smartphone redmi 5A brightness 0%,15,Samsung A32 16 MP,1250,"F1,8",1/25 s,,203.62222222222223,191.7722222222222,191.63333333333333,0.7985185185185185,0.7520479302832244,0.7515032679738561,0.695088044485658,0.05887809669322283,0.7985185185185185,1.0617920510118322,1.0625615993720332,1.0007247585049441
6cu_H4P.jpg,6,6 : 4,25°C,5,hitam,layar smartphone redmi 5A brightness 0%,15,Samsung A32 16 MP,1250,"F1,8",1/25 s,,206.2555555555556,192.53333333333333,193.2277777777778,0.8088453159041396,0.755032679738562,0.757755991285403,356.9635627530364,0.06653019447287636,0.8088453159041396,1.071271924260476,1.0674218627372436,0.9964060786247348
6cu_P4P.jpg,6,6 : 4,25°C,5,putih,layar smartphone redmi 5A brightness 0%,15,Samsung A32 16 MP,1250,"F1,8",1/25 s,,197.6611111111111,184.6888888888889,183.62777777777777,0.7751416122004356,0.7242701525054467,0.7201089324618736,4.5368171021378885,0.07099693639506449,0.7751416122004356,1.0702382326843074,1.0764227091714493,1.0057785925319898
70cu_H3P.jpg,70,6 : 3,25°C,5,hitam,layar smartphone redmi 5A brightness 0%,15,Samsung A32 16 MP,1250,"F1,8",1/20 s,,198.65,188.9388888888889,187.87222222222223,0.7790196078431373,0.7409368191721133,0.7367538126361656,5.938144329896886,0.054255110887378735,0.7790196078431373,1.0513981537460182,1.0573675905513154,1.005677612413225
70cu_H4P.jpg,70,6 : 4,25°C,5,hitam,layar smartphone redmi 5A brightness 0%,15,Samsung A32 16 MP,1250,"F1,8",1/20 s,,201.7277777777778,189.4777777777778,189.22222222222223,0.7910893246187364,0.7430501089324619,0.7420479302832245,1.226121723678375,0.06199223375836514,0.7910893246187364,1.0646513753698104,1.0660892486231337,1.0013505525471786
70cu_P3P.jpg,70,6 : 3,25°C,5,putih,layar smartphone redmi 5A brightness 0%,15,Samsung A32 16 MP,1250,"F1,8",1/25 s,,200.32777777777775,190.42222222222225,187.6611111111111,0.7855991285403049,0.7467538126361657,0.7359259259259259,13.078947368421268,0.06322970686929746,0.7855991285403049,1.052018899831853,1.0674975519657313,1.0147132779937718
7cu_H3P.jpg,7,6 : 3,25°C,5,hitam,layar smartphone redmi 5A brightness 0%,15,Samsung A32 16 MP,1250,"F1,8",1/25 s,,203.7555555555556,193.05555555555557,192.5222222222222,0.7990413943355121,0.7570806100217865,0.7549891067538126,2.848664688427391,0.05513142109281298,0.7990413943355121,1.055424454964708,1.0583482371298356,1.0027702377647996
7cu_H4P.jpg,7,6 : 4,25°C,5,hitam,layar smartphone redmi 5A brightness 0%,15,Samsung A32 16 MP,1250,"F1,8",1/20 s,,211.30555555555557,198.39444444444445,198.63888888888889,0.828649237472767,0.7780174291938998,0.7789760348583877,358.8640275387265,0.06110161693177342,0.828649237472767,1.0650779818063332,1.0637672999167078,0.9987693978526503
